Team,Opponent,Win,PTS,FTR,OR,DR,FGA,FTA,TO,TOR
Northwestern State Demons,Houston Christian,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Stephen F. Austin,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,New Orleans,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Nicholls,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,East Texas A&M,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,East Texas A&M,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,East Texas A&M,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Lamar,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,SE Louisiana,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,McNeese,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Houston Christian,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Incarnate Word,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Texas A&M-Corpus Christi,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,UT Rio Grande Valley,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Oakland Golden Grizzlies,Michigan,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Purdue,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Houston,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Defiance,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,UCF,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Eastern Michigan,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Lamar,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Montana,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Purdue Fort Wayne,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Toledo,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Northern Iowa,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Northern Kentucky,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Michigan State,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Wright State,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Youngstown State,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Robert Morris,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Cleveland State,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Wright State,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Milwaukee,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Green Bay,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,IU Indianapolis,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Detroit Mercy,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Purdue Fort Wayne,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Northern Kentucky,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Cleveland State,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Youngstown State,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Robert Morris,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Green Bay,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Milwaukee,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,IU Indianapolis,1,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oakland Golden Grizzlies,Detroit Mercy,0,82.5,75.0,10.9,23.8,60.7,23.6,10.5,12.9
Oregon State Beavers,North Dakota State,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,UIC,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,North Texas,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Oregon,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Evansville,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Iona,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Massachusetts,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,California Baptist,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Vermont,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Southern Utah,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Montana State,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Sam Houston,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Arizona State,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Santa Clara,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,San Francisco,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Pacific,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Washington State,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Seattle U,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Portland,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Loyola Marymount,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Pacific,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Saint Mary's ,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Loyola Marymount,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,San Diego,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Washington State,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Gonzaga,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,San Francisco,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Seattle U,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Pepperdine,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,San Diego,1,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Oregon State Beavers,Santa Clara,0,71.4,76.9,8.5,23.9,52.8,23.3,11.8,15.8
Sacred Heart Pionneers,Merchant Marine Academy,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Duquesne,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Villanova,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Queens University,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Holy Cross,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Central Connecticut,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Penn State,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Mount St. Mary's,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Iona,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,NJIT,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Umass Lowell,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Dartmouth,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Towson,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Merrimack,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Niagara,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Canisius,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Marist,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Quinnipiac,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Siena,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Rider,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Canisius,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Niagara,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Quinnipiac,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Merrimack,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Fairfield,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Manhattan,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Saint Peter's,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Rider,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Fairfield,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Marist,0,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Sacred Heart Pionneers,Mount St. Mary's,1,75.6,77.3,10.5,24.7,58.9,17.8,12.2,15.5
Saint Francis Red Flash,Oklahoma,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,TCU,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Mount St. Mary's,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Lehigh,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Belmont,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Troy,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Franciscan University,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Xavier,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Penn State-Shenango,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Radford,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Temple,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Florida,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Robert Morris,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Le Moyne,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Fairleigh Dickinson,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Wagner,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Long Island University,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Central Connecticut,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Stonehill,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Chicago State,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,New Haven,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Mercyhurst,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Le Moyne,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Chicago State,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Fairleigh Dickinson,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Mercyhurst,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Long Island University,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Wagner,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,New Haven,1,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Stonehill,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
Saint Francis Red Flash,Central Connecticut,0,71.5,69.4,10.5,22.2,59.5,18.2,12.9,16.1
St. Thomas-Minnesota Tommies,Saint Mary's ,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Army,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Washington State,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Green Bay,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Southeast Missouri State,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Northern Colorado,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Cal State Fullerton,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Portland,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Lawrence University,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Montana State,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Weber State,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Saint John's,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,UNC Asheville,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,UC Riverside,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,North Central,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Denver,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,South Dakota,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Oral Roberts,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,North Dakota,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,North Dakota State,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,South Dakota State,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,South Dakota,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,North Dakota,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Kansas City,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,South Dakota State,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Oral Roberts,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Omaha,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Kansas City,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Denver,0,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,North Dakota State,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
St. Thomas-Minnesota Tommies,Omaha,1,83.3,67.8,7.0,26.5,58.3,20.1,9.5,12.4
TCU Horned Frogs,New Orleans,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Saint Francis,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Lamar,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Michigan,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Kansas City,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Florida,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Wisconsin,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Notre Dame,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,North Texas,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Incarnate Word,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Oral Roberts,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Florida A&M,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Jackson State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Baylor,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Kansas  ,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Arizona,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,BYYU,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Utah,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Oklahoma State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Baylor,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Houston,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Colorado,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Kansas State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Iowa State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Oklahoma State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,UCF,0,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,West Virginia,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Arizona State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Kansas State,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
TCU Horned Frogs,Texas Tech,1,78.3,70.7,12.1,23.9,60.3,23.9,11.1,13.5
Texas A&M-Corpus Christi Islanders,Trinity,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,SMU,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Tarleton State,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Kansas,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Oklahoma State,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Howard Payne,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Xavier,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Lamar,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Dallas Christian,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Stephan F. Austin,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Southwestern Adventist,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Nicholls,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,New Orleans,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Houston Christian,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Northwestern State,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,East Texas A&M,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,SE Louisiana,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,McNeese,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Incarnate Word,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Houston Christian,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Incarnate Word,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Nicholls,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,New Orleans,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Lamar,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Stephan F. Austin,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,McNeese,0,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,SE Louisiana,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,Northwestern State,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Texas A&M-Corpus Christi Islanders,East Texas A&M,1,72.9,67.8,11.4,24.5,56.7,22.4,13,16.3
Utah State Aggies,Westminster,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,VCU,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Weber State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,UTEP,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Tulane,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Davidson,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Montana State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,South Florida,0,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Charlotte,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Illinois State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Colorado State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Fresno State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,San Jose State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Air Force,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Boise State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Nevada,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Grand Canyon,0,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,UNLV,0,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Colorado State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Wyoming,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,San Diego State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,New Mexico,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Wyoming,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Fresno State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Memphis,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Boise State,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Nevada,0,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,San Diego State,0,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,Grand Canyon,1,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Utah State Aggies,UNLV,0,83.3,70.2,11.1,23.7,58.5,21.6,10.7,13.6
Wright State Raiders,Franklin,1,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
Wright State Raiders,California,0,80.2,73.2,11.4,23.8,58.7,21.6,11.4,14.3
