Team,Opponent,Win,PTS,FTR,OR,DR,FGA,FTA,TO,TOR
Kansas City Roos,South Dakota State,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,Omaha,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,Denver,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,St. Thomas-Minnesota,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,South Dakota,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,Oral Roberts,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,St. Thomas-Minnesota,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,North Dakota,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,North Dakota State,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,South Dakota State,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas City Roos,Oral Roberts,0,69.6,68.0,10.5,22.9,60.5,18.6,13.3,16.2
Kansas State Wildcats,UNC Greensboro,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Bellarmine,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,California,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Tulsa,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Mississippi State *,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Nebraska *,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,25 Indiana,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Bowling Green,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Seton Hall,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Mississippi Valley State,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Creighton,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,South Dakota,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,UL Monroe,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,BYU,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Arizona,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Arizona State,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,UCF,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Oklahoma State,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Utah,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Kansas,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,West Virginia,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Iowa State,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,TCU,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Cincinnati,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Houston,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Baylor,1,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Texas Tech,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,Colorado,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Kansas State Wildcats,TCU,0,79.5,70.4,10.6,23.8,63.7,16.4,12.9,15.4
Lafayette Leopards,Saint Joseph's,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Dickinson (PA),1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Texas,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Cornell,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,West Virginia,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Stonehill,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Le Moyne,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Ball State,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Monmouth,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Mercyhurst,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Pennsylvania,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Charlotte,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Georgia Tech,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Colgate,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Loyola Maryland,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Boston University,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Navy,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Bucknell,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Holy Cross,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Boston University,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Lehigh,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Bucknell,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,American University,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Navy,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Army,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Loyola Maryland,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Lehigh,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Holy Cross,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,American University,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Colgate,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Army,1,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lafayette Leopards,Holy Cross,0,69.2,68.6,9.5,23.8,57.6,18.7,10.5,13.8
Lipscomb Bisons,Vanderbilt,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Mercer,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,UNC Asheville,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Bryan (TN),1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Belmont,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Western Carolina,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Marshall,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Southeast Missouri State,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Tennessee Tech,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Alabama A&M,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Duke,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Blue Mountain,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Cincinnati,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Jacksonville,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,North Florida,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Stetson,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Florida Gulf Coast,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Bellarmine,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Austin Peay,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Stetson,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Florida Gulf Coast,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Jacksonville,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,North Florida,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Austin Peay,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Central Arkansas,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Eastern Kentucky,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Queens University,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Bellarmine,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,North Alabama,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,West Georgia,0,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Lipscomb Bisons,Eastern Kentucky,1,80.5,75.8,9.6,25.4,62.0,16.0,11.3,14.1
Longwood Lancers,Mary Baldwin,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Pittsburgh,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,James Madison,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Binghamton,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Maryland Eastern Shore,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Columbia,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Siena,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Maine,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,American University,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Pfeiffer,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Morgan State,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Delaware State,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Wake Forest,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,North Carolina Central,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Averett,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Winthrop,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,High Point,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,UNC Asheville,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Presbyterian,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Radford,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Gardner-Webb,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Charleston Southern,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,South Carolina Upstate,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,High Point,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Gardner-Webb,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Winthrop,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,UNC Asheville,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,South Carolina Upstate,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Presbyterian,0,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Charleston Southern,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Longwood Lancers,Radford,1,77.5,74.3,12.0,24.9,58.3,23.5,14,16.9
Louisiana Tech Bulldogs,Nevada,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Lyon,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Jackson State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Indiana State,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Indiana State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Alcorn State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Georgia Southern,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Ecclesia,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Louisiana,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Tulane,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Dallas Christian,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,UTEP,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Middle Tennessee,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Western Kentucky,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Liberty,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Delaware,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Middle Tennessee,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Jacksonville State,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Kennesaw State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,UTEP,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Sam Houston,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,New Mexico State,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Sam Houston,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Missouri State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Florida International,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Jacksonville State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Kennesaw State,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Missouri State,1,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Louisiana Tech Bulldogs,Florida International,0,69.3,65.3,13.2,25.6,57.7,20.0,12.9,16.2
Maine Black Bears,George Washington,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Stony Brook,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Rutgers,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Quinnipiac,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Merrimack,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Brown,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,American University,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Longwood,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Siena,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Ohio,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Miami (OH),0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Boston University,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Canisius,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Drexel,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Maine-Fort Kent,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Bryant,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,UMBC,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,NJIT,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Vermont,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,New Hampshire,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,UAlbany,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Binghamton,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,UMass Lowell,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Vermont,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Bryant,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,UMBC,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,NJIT,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,New Hampshire,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,UAlbany,1,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,Binghamton,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Maine Black Bears,UMass Lowell,0,62.9,64.7,6.3,21.5,50.2,18.6,12.4,17.5
Mississippi Valley State Delta Devils,UAB,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Mississippi University For Women,1,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Murray State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Hawai'i,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Utah Tech,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Manhattan,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Cal State Bakersfield,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Texas A&M,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,UL Monroe,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Kansas State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Tarleton State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Florida State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,West Virginia,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Oklahoma,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Alabama State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Alabama A&M,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Prairie View A&M,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Texas Southern,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Bethune-Cookman,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Florida A&M,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Southern,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Arkansas-Pine Bluff,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Jackson State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Alcorn State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Alabama A&M,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Alabama State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Prairie View A&M,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Texas Southern,1,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Grambling,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Arkansas-Pine Bluff,1,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Mississippi Valley State Delta Devils,Alcorn State,0,64.2,70.9,9.2,21.4,56.4,18.3,15.3,19.2
Morgan State Bears,Georgetown,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Central Penn,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,UMBC,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Mercyhurst,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,North Carolina A&T,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Old Dominion,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Drexel,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Longwood,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,DePaul,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Niagara,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,California,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,San Francisco,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Loyola Marymount,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Penn State (Brandywine),1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Maryland Eastern Shore,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,South Carolina State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,North Carolina Central,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Delaware State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Virginia-Lynchburg,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Howard,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Norfolk State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Coppin State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Maryland Eastern Shore,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,North Carolina Central,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Delaware State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,South Carolina State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Howard,0,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Morgan State Bears,Norfolk State,1,75.6,74.1,11.4,23.4,58.7,24.7,12.8,15.5
Northwestern State Demons,Texas A&M,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,North Texas,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,North Alabama,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Ecclesia,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,San Francisco,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Grand Canyon,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Southern,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,McNeese,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,SE Louisiana,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,California,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Southern-New Orleans,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Lamar,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Stephen F. Austin,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,New Orleans,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Nicholls,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Texas A&M-Corpus Christi,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,UT Rio Grande Valley,1,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
Northwestern State Demons,Incarnate Word,0,69.0,74.3,8.7,22.6,53.2,21.5,11.6,15.6
