Team,Opponent,Win,PTS,FTR,OR,DR,FGA,FTA,TO,TOR
Maine Black Bears,Miami (OH),0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Boston University,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Canisius,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Drexel,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Maine-Fort Kent,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Bryant,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,UMBC,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,NJIT,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Vermont,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,New Hampshire,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,UAlbany,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Binghamton,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,UMass Lowell,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Vermont,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Bryant,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,UMBC,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,NJIT,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,New Hampshire,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,UAlbany,1,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,Binghamton,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Maine Black Bears,UMass Lowell,0,62.90,64.70,6.30,21.50,50.17,18.60,12.40,17.53
Mississippi Valley State Delta Devils,UAB,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Mississippi University For Women,1,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Murray State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Hawai'i,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Utah Tech,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Manhattan,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Cal State Bakersfield,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Texas A&M,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,UL Monroe,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Kansas State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Tarleton State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Florida State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,West Virginia,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Oklahoma,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Alabama State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Alabama A&M,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Prairie View A&M,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Texas Southern,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Bethune-Cookman,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Florida A&M,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Southern,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Arkansas-Pine Bluff,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Jackson State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Alcorn State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Alabama A&M,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Alabama State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Prairie View A&M,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Texas Southern,1,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Grambling,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Arkansas-Pine Bluff,1,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Mississippi Valley State Delta Devils,Alcorn State,0,64.20,70.90,9.23,21.37,56.40,18.30,15.30,19.18
Morgan State Bears,Georgetown,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Central Penn,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,UMBC,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Mercyhurst,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,North Carolina A&T,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Old Dominion,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Drexel,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Longwood,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,DePaul,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Niagara,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,California,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,San Francisco,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Loyola Marymount,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Penn State (Brandywine),1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Maryland Eastern Shore,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,South Carolina State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,North Carolina Central,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Delaware State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Virginia-Lynchburg,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Howard,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Norfolk State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Coppin State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Maryland Eastern Shore,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,North Carolina Central,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Delaware State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,South Carolina State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Howard,0,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Morgan State Bears,Norfolk State,1,75.60,74.10,11.36,23.39,58.68,24.71,12.80,15.54
Northwestern State Demons,Texas A&M,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,North Texas,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,North Alabama,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Ecclesia,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,San Francisco,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Grand Canyon,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Southern,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,McNeese,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,SE Louisiana,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,California,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Southern-New Orleans,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Lamar,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Stephen F. Austin,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,New Orleans,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Nicholls,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Texas A&M-Corpus Christi,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,UT Rio Grande Valley,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Incarnate Word,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Houston Christian,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Stephen F. Austin,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,New Orleans,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Nicholls,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,East Texas A&M,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,East Texas A&M,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,East Texas A&M,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Lamar,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,SE Louisiana,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,McNeese,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Houston Christian,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Incarnate Word,1,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,Texas A&M-Corpus Christi,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Northwestern State Demons,UT Rio Grande Valley,0,69.00,74.30,8.71,22.61,53.23,21.55,11.60,15.61
Oakland Golden Grizzlies,Michigan,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Purdue,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Houston,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Defiance,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,UCF,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Eastern Michigan,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Lamar,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Montana,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Purdue Fort Wayne,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Toledo,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Northern Iowa,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Northern Kentucky,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Michigan State,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Wright State,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Youngstown State,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Robert Morris,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Cleveland State,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Wright State,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Milwaukee,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Green Bay,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,IU Indianapolis,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Detroit Mercy,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Purdue Fort Wayne,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Northern Kentucky,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Cleveland State,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Youngstown State,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Robert Morris,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Green Bay,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Milwaukee,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,IU Indianapolis,1,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oakland Golden Grizzlies,Detroit Mercy,0,82.50,75.00,10.94,23.77,60.74,23.58,10.50,12.86
Oregon State Beavers,North Dakota State,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,UIC,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,North Texas,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Oregon,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Evansville,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Iona,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Massachusetts,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,California Baptist,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Vermont,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Southern Utah,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Montana State,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Sam Houston,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Arizona State,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Santa Clara,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,San Francisco,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Pacific,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Washington State,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Seattle U,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Portland,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Loyola Marymount,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Pacific,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Saint Mary's ,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Loyola Marymount,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,San Diego,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Washington State,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Gonzaga,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,San Francisco,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Seattle U,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Pepperdine,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,San Diego,1,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Oregon State Beavers,Santa Clara,0,71.40,76.90,8.48,23.90,52.84,23.29,11.80,15.76
Sacred Heart Pionneers,Merchant Marine Academy,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Duquesne,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Villanova,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Queens University,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Holy Cross,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Central Connecticut,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Penn State,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Mount St. Mary's,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Iona,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,NJIT,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Umass Lowell,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Dartmouth,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Towson,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Merrimack,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Niagara,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Canisius,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Marist,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Quinnipiac,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Siena,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Rider,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Canisius,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Niagara,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Quinnipiac,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Merrimack,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Fairfield,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Manhattan,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Saint Peter's,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Rider,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Fairfield,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Marist,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Mount St. Mary's,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Saint Francis Red Flash,Oklahoma,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,TCU,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Mount St. Mary's,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Lehigh,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Belmont,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Troy,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Franciscan University,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Xavier,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Penn State-Shenango,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Radford,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Temple,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Florida,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Robert Morris,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Le Moyne,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Fairleigh Dickinson,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Wagner,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Long Island University,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Central Connecticut,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Stonehill,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Chicago State,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,New Haven,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Mercyhurst,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Le Moyne,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Chicago State,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Fairleigh Dickinson,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Mercyhurst,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Long Island University,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Wagner,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,New Haven,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Stonehill,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Central Connecticut,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
St. Thomas-Minnesota Tommies,Saint Mary's ,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Army,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Washington State,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Green Bay,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Southeast Missouri State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Northern Colorado,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Cal State Fullerton,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Portland,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Lawrence University,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Montana State,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Weber State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Saint John's,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,UNC Asheville,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,UC Riverside,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Central,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Denver,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Oral Roberts,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota State,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Kansas City,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Oral Roberts,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Omaha,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
